"","date","PM","TASMAX","TASAVG","TASMIN","DPMAX","DPAVG","DPMIN","RHMAX","RHAVG","RHMIN","sfcWindMAX","sfcWindAVG","sfcWindMIN","PSLMAX","PSLAVG","PSLMIN","PRCPAVG"
"145",2018-04-25,27.8904166666667,25.5576,16.668,8.334,12.7788,10.0008,6.1116,94,59,24,19.31208,9.65604,0,1018.96435,1015.9166,1012.86885,0
"146",2018-04-26,32.6958333333333,27.78,18.3348,8.8896,12.7788,9.4452,5.0004,94,58,22,25.74944,12.87472,0,1016.255239,1012.530211,1008.805184,0
"147",2018-04-27,32.2570833333333,25.002,17.2236,9.4452,12.2232,10.0008,7.7784,88,60,32,20.92142,10.46071,0,1017.948433,1015.239322,1012.530211,0
"148",2018-04-28,35.2245833333333,24.4464,19.446,14.4456,12.7788,12.2232,11.112,82,63,44,32.1868,17.70274,3.21868,1020.996183,1018.625711,1016.255239,0
"149",2018-04-29,25.27625,23.8908,17.7792,11.112,12.7788,10.5564,8.8896,94,67.5,41,28.96812,14.48406,0,1019.980266,1016.932517,1013.884767,0
"150",2018-04-30,24.0541666666667,25.002,16.668,8.8896,12.2232,8.334,6.1116,72,53,34,25.74944,12.87472,0,1017.271155,1013.884767,1010.498378,0
"151",2018-05-01,39.0241666666667,27.78,18.8904,10.0008,13.89,10.5564,7.7784,88,57.5,27,20.92142,10.46071,0,1016.255239,1013.376809,1010.498378,0
"152",2018-05-02,25.7825,27.78,18.3348,8.8896,11.112,7.7784,2.2224,83,51.5,20,27.35878,13.67939,0,1015.239322,1012.191572,1009.143823,0
"153",2018-05-03,40.2608333333333,25.002,16.668,8.334,12.7788,10.0008,5.556,88,59.5,31,27.35878,13.67939,0,1013.207489,1010.159739,1007.111989,0
"154",2018-05-04,29.4520833333333,26.6688,20.0016,13.89,13.89,11.6676,8.8896,82,57.5,33,32.1868,16.0934,0,1014.223406,1011.852934,1009.482462,0.762
"155",2018-05-05,26.5670833333333,26.6688,20.0016,12.7788,12.2232,10.5564,8.8896,82,56,30,22.53076,11.26538,0,1014.223406,1011.344975,1008.466545,5.08
"156",2018-05-06,23.01625,25.002,17.7792,11.112,13.89,11.6676,10.0008,94,62,30,38.62416,19.31208,0,1014.223406,1011.175656,1008.127906,3.048
"157",2018-05-07,23.2829166666667,20.5572,16.668,12.2232,13.89,12.2232,10.0008,100,73.5,47,20.92142,11.26538,1.60934,1015.239322,1012.360892,1009.482462,0
"158",2018-05-08,18.7508333333333,23.8908,16.668,10.0008,12.2232,9.4452,7.2228,94,60.5,27,19.31208,9.65604,0,1011.175656,1007.789267,1004.402879,0
"159",2018-05-09,18.7266666666667,25.002,15.5568,6.6672,9.4452,6.1116,-1.1112,93,54,15,19.31208,9.65604,0,1009.143823,1005.588115,1002.032406,0
"160",2018-05-10,26.5254166666667,19.446,14.4456,8.8896,12.2232,10.0008,7.7784,83,68,53,25.74944,12.87472,0,1012.191572,1008.974503,1005.757434,0
"161",2018-05-11,19.6958333333333,20.5572,16.1124,11.6676,12.2232,10.5564,7.7784,88,64,40,22.53076,11.26538,0,1017.271155,1014.562045,1011.852934,1.016
"162",2018-05-12,21.46125,21.6684,14.4456,7.2228,12.7788,10.0008,7.2228,94,66,38,24.1401,12.07005,0,1018.287072,1014.900683,1011.514295,0.508
"163",2018-05-13,16.8445833333333,21.1128,15.5568,10.5564,12.7788,11.6676,7.7784,100,66,32,20.92142,10.46071,0,1015.577961,1012.530211,1009.482462,2.032
"164",2018-05-14,22.6591666666667,21.1128,15.5568,10.0008,13.89,12.2232,11.112,94,75.5,57,24.1401,12.07005,0,1014.223406,1012.530211,1010.837017,0
"165",2018-05-15,24.5608333333333,26.6688,19.446,12.2232,13.89,12.2232,7.7784,92,62,32,28.96812,14.48406,0,1015.239322,1012.86885,1010.498378,2.032
"166",2018-05-16,12.83,25.002,18.8904,12.2232,13.3344,8.8896,2.2224,94,57.5,21,25.74944,12.87472,0,1015.239322,1013.03817,1010.837017,0
"167",2018-05-17,15.9316666666667,23.8908,16.668,8.8896,12.2232,9.4452,5.0004,94,59.5,25,20.92142,10.46071,0,1016.255239,1014.392725,1012.530211,0
"168",2018-05-18,27.6734782608696,23.8908,16.668,9.4452,12.7788,10.0008,7.2228,94,64.5,35,11.26538,5.63269,0,1017.271155,1014.392725,1011.514295,0
"169",2018-05-19,15.1004166666667,20.5572,16.668,12.2232,13.89,11.6676,8.8896,88,66,44,20.92142,10.46071,0,1016.255239,1014.223406,1012.191572,5.08
"170",2018-05-20,23.1033333333333,22.7796,15.0012,7.2228,12.2232,10.5564,7.7784,100,67.5,35,19.31208,9.65604,0,1018.96435,1016.424558,1013.884767,0
"171",2018-05-21,21.40875,20.5572,16.668,12.7788,14.4456,12.2232,10.0008,88,70.5,53,27.35878,13.67939,0,1018.96435,1017.271155,1015.577961,0
"172",2018-05-22,16.2104166666667,23.8908,18.3348,12.7788,13.89,11.6676,10.0008,88,64.5,41,28.96812,14.48406,0,1019.980266,1017.948433,1015.9166,0
"173",2018-05-23,23.2920833333333,25.5576,17.7792,10.5564,13.3344,11.6676,10.0008,94,64,34,28.96812,14.48406,0,1021.334822,1018.456392,1015.577961,0
"174",2018-05-24,25.3495833333333,21.1128,17.7792,13.89,15.0012,12.7788,10.5564,94,71.5,49,16.0934,8.0467,0,1017.948433,1016.085919,1014.223406,2.032
"175",2018-05-25,22.5741666666667,24.4464,16.668,8.334,13.3344,11.6676,8.8896,100,65,30,40.2335,20.11675,0,1018.96435,1016.424558,1013.884767,0
"176",2018-05-26,18.2183333333333,25.002,17.7792,10.0008,13.89,12.2232,10.0008,100,64.5,29,25.74944,12.87472,0,1022.0121,1019.302989,1016.593878,0
"177",2018-05-27,19.4541666666667,23.8908,18.8904,13.3344,13.89,12.2232,11.112,82,60.5,39,24.1401,12.07005,0,1022.0121,1019.810947,1017.609794,0
"178",2018-05-28,25.1045833333333,25.002,17.7792,11.112,13.3344,11.112,10.0008,88,61,34,22.53076,11.26538,0,1022.0121,1019.980266,1017.948433,0
"179",2018-05-29,22.7333333333333,25.002,16.668,8.334,11.112,8.334,5.0004,94,57.5,21,22.53076,11.26538,0,1022.0121,1019.133669,1016.255239,0
"180",2018-05-30,26.72,26.1132,17.7792,10.0008,10.0008,8.334,5.0004,88,55.5,23,22.53076,11.26538,0,1019.980266,1017.271155,1014.562045,0
"181",2018-05-31,19.8054166666667,26.6688,17.2236,7.7784,10.0008,7.7784,2.2224,94,57,20,22.53076,11.26538,0,1018.96435,1015.747281,1012.530211,0
"182",2018-06-01,25.4533333333333,28.8912,19.446,10.0008,12.2232,9.4452,5.556,88,52,16,19.31208,9.65604,0,1018.96435,1016.255239,1013.546128,0
"183",2018-06-02,28.0266666666667,28.8912,22.224,15.0012,16.1124,11.6676,7.2228,88,55.5,23,25.74944,12.87472,0,1019.980266,1017.101836,1014.223406,0
"184",2018-06-03,29.9304166666667,26.6688,18.8904,11.112,15.0012,13.3344,10.0008,100,65,30,22.53076,11.26538,0,1017.948433,1015.408642,1012.86885,0.508
"185",2018-06-04,19.8920833333333,27.2244,20.0016,12.2232,15.0012,12.7788,10.5564,94,63.5,33,20.92142,10.46071,0,1015.239322,1011.175656,1007.111989,0.508
"186",2018-06-05,23.2925,27.2244,20.0016,12.2232,16.1124,12.7788,9.4452,100,61.5,23,24.1401,12.07005,0,1011.175656,1008.297226,1005.418795,0
"187",2018-06-06,32.17625,27.2244,20.0016,12.7788,16.1124,13.3344,11.112,100,66,32,32.1868,16.0934,0,1017.948433,1013.715447,1009.482462,5.08
"188",2018-06-07,29.955,27.78,20.0016,12.2232,16.1124,13.89,12.2232,100,69.5,39,32.1868,16.0934,0,1019.980266,1017.948433,1015.9166,0
"189",2018-06-08,26.9921739130435,30.0024,22.224,14.4456,17.2236,15.0012,12.7788,94,66.5,39,27.35878,13.67939,0,1020.996183,1016.593878,1012.191572,0
"190",2018-06-09,37.9879166666667,26.6688,22.224,17.7792,18.8904,16.1124,13.89,88,66,44,22.53076,12.87472,3.21868,1016.255239,1011.344975,1006.434712,5.08
"191",2018-06-10,21.5870833333333,25.5576,20.5572,15.5568,17.2236,15.5568,12.7788,100,72,44,27.35878,13.67939,0,1013.207489,1010.329059,1007.450628,4.064
"192",2018-06-11,20.32625,28.8912,21.6684,14.4456,16.1124,13.89,11.112,94,62,30,27.35878,13.67939,0,1014.223406,1011.006336,1007.789267,0
"193",2018-06-12,36.2325,30.558,22.224,13.89,17.7792,14.4456,12.2232,83,57.5,32,16.0934,8.0467,0,1013.207489,1009.143823,1005.080156,0
"194",2018-06-13,42.4895833333333,28.8912,22.7796,16.668,17.7792,15.5568,12.2232,88,65,42,35.40548,17.70274,0,1009.143823,1005.249476,1001.355129,7.112
"195",2018-06-14,19.4995833333333,23.8908,19.446,15.0012,17.2236,15.0012,12.2232,94,70.5,47,24.1401,12.07005,0,1008.127906,1006.265392,1004.402879,0
"196",2018-06-15,20.0329166666667,24.4464,18.8904,13.3344,16.1124,13.89,11.6676,94,68.5,43,32.1868,16.0934,0,1009.143823,1006.604031,1004.06424,6.096
"197",2018-06-16,17.37875,23.3352,18.8904,14.4456,16.668,14.4456,12.7788,94,75.5,57,33.79614,16.89807,0,1012.191572,1009.651781,1007.111989,23.114
"198",2018-06-17,17.0754166666667,25.002,17.7792,11.112,17.2236,14.4456,11.112,100,72,44,19.31208,9.65604,0,1013.207489,1010.837017,1008.466545,4.064
"199",2018-06-18,18.1525,25.002,18.8904,12.2232,17.2236,15.0012,12.7788,100,75,50,16.0934,8.0467,0,1016.255239,1013.03817,1009.8211,23.114
"200",2018-06-19,18.8379166666667,25.5576,20.0016,13.89,16.1124,15.0012,12.7788,100,69.5,39,20.92142,10.46071,0,1018.96435,1016.763197,1014.562045,0
"201",2018-06-20,24.8004166666667,27.78,20.0016,12.2232,16.1124,13.89,12.2232,100,66,32,22.53076,11.26538,0,1022.0121,1019.302989,1016.593878,0
"202",2018-06-21,33.5458333333333,27.2244,20.0016,13.3344,17.2236,15.5568,12.7788,94,70.5,47,25.74944,12.87472,0,1020.996183,1016.932517,1012.86885,2.032
"203",2018-06-22,30.98375,27.78,20.0016,12.7788,16.1124,14.4456,12.2232,100,70,40,27.35878,13.67939,0,1016.255239,1012.530211,1008.805184,3.048
"204",2018-06-23,7.68083333333333,18.8904,14.4456,9.4452,14.4456,7.7784,5.0004,88,60,32,37.01482,21.72609,6.43736,1019.302989,1015.9166,1012.530211,1.016
"205",2018-06-24,9.42416666666667,20.5572,14.4456,7.7784,8.8896,6.1116,3.8892,87,57,27,14.48406,7.24203,0,1019.302989,1016.763197,1014.223406,0
"206",2018-06-25,19.3141666666667,22.224,16.668,10.5564,12.2232,10.0008,7.2228,88,61,34,25.74944,12.87472,0,1017.948433,1015.9166,1013.884767,0
"207",2018-06-26,19.4779166666667,18.8904,15.5568,12.7788,15.0012,12.2232,7.7784,94,71.5,49,25.74944,12.87472,0,1017.271155,1015.070003,1012.86885,4.064
"208",2018-06-27,10.9466666666667,15.5568,13.89,12.2232,13.89,12.7788,11.6676,94,85.5,77,14.48406,7.24203,0,1013.207489,1010.159739,1007.111989,2.032
"209",2018-06-28,9.97625,17.2236,15.5568,13.3344,15.0012,14.4456,12.7788,100,93,86,14.48406,7.24203,0,1007.789267,1005.926753,1004.06424,12.954
"210",2018-06-29,9.29458333333333,15.5568,15.5568,15.0012,14.4456,13.89,13.89,96,92,88,14.48406,7.24203,0,1006.096073,1005.418795,1004.741517,0
"211",2018-06-30,11.6429166666667,19.7238,17.5014,15.0012,14.7234,12.2232,10.2786,92,76.75,61.5,20.92142,11.26538,1.60934,1011.683614,1010.3290585,1008.974503,2.54
"212",2018-07-01,13.8483333333333,23.8908,19.446,15.0012,15.0012,10.5564,6.6672,88,61.5,35,27.35878,15.28873,3.21868,1017.271155,1015.239322,1013.207489,5.08
"213",2018-07-02,22.9075,26.6688,20.0016,12.7788,18.8904,15.0012,12.7788,100,75.5,51,14.48406,7.24203,0,1018.96435,1016.255239,1013.546128,0.508
"214",2018-07-03,30.6570833333333,30.0024,22.7796,15.5568,18.8904,17.2236,16.1124,97,67,37,22.53076,11.26538,0,1017.948433,1014.731364,1011.514295,0
"215",2018-07-04,41.0041666666667,28.8912,22.7796,16.668,21.1128,18.3348,16.1124,100,75.5,51,46.67086,23.33543,0,1017.948433,1014.223406,1010.498378,27.94
"216",2018-07-05,22.1920833333333,26.6688,20.0016,13.89,17.7792,15.5568,12.7788,100,65.5,31,27.35878,13.67939,0,1017.271155,1014.223406,1011.175656,0
"217",2018-07-06,28.6891666666667,28.8912,20.5572,12.2232,17.7792,15.0012,12.2232,100,69.5,39,19.31208,9.65604,0,1015.239322,1012.530211,1009.8211,0
"218",2018-07-07,27.3179166666667,23.3352,18.8904,15.0012,17.7792,16.668,15.5568,94,76.5,59,22.53076,11.26538,0,1014.223406,1012.191572,1010.159739,17.018
"219",2018-07-08,17.21125,21.1128,18.8904,16.1124,17.2236,16.1124,14.4456,94,81,68,24.1401,12.07005,0,1014.223406,1012.360892,1010.498378,21.082
"220",2018-07-09,14.65375,21.6684,18.3348,15.0012,15.0012,13.89,12.7788,94,74,54,24.1401,12.07005,0,1014.223406,1012.530211,1010.837017,40.894
"221",2018-07-10,16.4108333333333,21.6684,17.7792,13.3344,15.0012,13.89,12.7788,100,76,52,27.35878,13.67939,0,1015.239322,1013.207489,1011.175656,0
"222",2018-07-11,22.73125,27.2244,18.8904,11.112,17.7792,13.89,11.112,94,62.5,31,9.65604,4.82802,0,1016.255239,1013.715447,1011.175656,0
"223",2018-07-12,18.7875,30.0024,21.1128,12.2232,17.2236,15.5568,12.2232,94,66.5,39,19.31208,9.65604,0,1017.271155,1014.900683,1012.530211,0
"224",2018-07-13,29.7583333333333,27.78,21.1128,13.89,17.7792,16.1124,12.7788,94,65,36,22.53076,11.26538,0,1017.271155,1014.900683,1012.530211,0
"225",2018-07-14,16.3029166666667,25.5576,21.1128,16.668,17.2236,14.4456,12.2232,88,64,40,24.1401,12.87472,1.60934,1017.948433,1015.577961,1013.207489,0
"226",2018-07-15,16.9125,26.1132,18.8904,12.2232,17.2236,13.89,12.2232,94,64,34,16.0934,8.0467,0,1017.271155,1014.392725,1011.514295,0
"227",2018-07-16,19.0608333333333,26.6688,21.1128,15.0012,16.1124,13.3344,10.0008,88,57,26,20.92142,10.46071,0,1015.239322,1012.360892,1009.482462,0
"228",2018-07-17,24.9258333333333,24.4464,20.0016,15.5568,18.8904,15.5568,12.7788,88,70,52,22.53076,11.26538,0,1012.191572,1008.805184,1005.418795,12.954
"229",2018-07-18,19.4004166666667,23.3352,20.0016,16.668,15.0012,13.89,11.6676,88,64.5,41,35.40548,19.31208,3.21868,1011.175656,1009.313142,1007.450628,0
"230",2018-07-19,14.76625,20.0016,18.3348,16.668,16.1124,14.4456,10.0008,88,66.5,45,27.35878,16.89807,6.43736,1013.207489,1010.498378,1007.789267,0
"231",2018-07-20,17.3157142857143,25.5576,21.1128,17.2236,17.2236,15.5568,13.89,88,64,40,28.96812,14.48406,0,1015.239322,1012.699531,1010.159739,0
"232",2018-07-21,20.43375,28.3356,21.1128,14.4456,16.1124,13.3344,11.112,94,59.5,25,20.92142,10.46071,0,1016.255239,1013.546128,1010.837017,0
"233",2018-07-22,30.8747826086957,30.0024,22.224,13.89,18.8904,15.5568,11.6676,94,65.5,37,16.0934,8.0467,0,1015.239322,1010.329059,1005.418795,1.016
"234",2018-07-23,24.1945833333333,26.1132,20.5572,15.0012,17.7792,15.5568,12.7788,100,72,44,19.31208,9.65604,0,1011.175656,1007.789267,1004.402879,2.032
"235",2018-07-24,20.9066666666667,25.002,20.0016,15.5568,17.7792,16.1124,15.0012,94,72.5,51,24.1401,12.87472,1.60934,1008.127906,1006.265392,1004.402879,9.906
"236",2018-07-25,17.9425,24.4464,21.1128,17.2236,20.0016,17.7792,16.668,94,76.5,59,22.53076,11.26538,0,1010.159739,1007.789267,1005.418795,2.032
"237",2018-07-26,14.5683333333333,26.1132,21.1128,15.5568,18.8904,17.2236,15.5568,100,72,44,22.53076,11.26538,0,1013.207489,1010.159739,1007.111989,0.254
"238",2018-07-27,18.6472727272727,27.2244,21.1128,15.0012,18.8904,16.668,15.0012,100,72.5,45,19.31208,9.65604,0,1014.223406,1011.344975,1008.466545,0
"239",2018-07-28,18.95375,27.78,21.6684,15.5568,19.446,17.2236,15.0012,100,72.5,45,19.31208,9.65604,0,1013.207489,1009.99042,1006.773351,12.954
"240",2018-07-29,27.1322727272727,26.6688,22.224,18.3348,21.6684,18.3348,16.1124,94,77.5,61,19.31208,9.65604,0,1013.207489,1010.667698,1008.127906,1.016
"241",2018-07-30,27.3845833333333,26.1132,22.224,18.8904,25.002,19.446,17.7792,100,82.5,65,20.92142,10.46071,0,1014.223406,1011.514295,1008.805184,9.906
"242",2018-07-31,19.8083333333333,25.002,21.1128,17.7792,20.0016,18.3348,16.668,96,80.5,65,16.0934,8.0467,0,1016.255239,1013.715447,1011.175656,0.508
"243",2018-08-01,19.4558333333333,27.2244,21.1128,15.5568,21.6684,18.3348,16.1124,100,76,52,16.0934,8.0467,0,1017.948433,1015.408642,1012.86885,1.016
"244",2018-08-02,21.9979166666667,27.78,22.7796,17.7792,20.0016,18.3348,13.89,100,67,34,20.92142,10.46071,0,1018.96435,1016.255239,1013.546128,0
"245",2018-08-03,27.1033333333333,26.6688,21.1128,16.1124,17.7792,16.1124,13.3344,100,67.5,35,24.1401,12.07005,0,1018.96435,1016.424558,1013.884767,0
"246",2018-08-04,26.2783333333333,27.2244,21.1128,14.4456,17.7792,15.0012,12.2232,100,67,34,22.53076,11.26538,0,1018.96435,1016.763197,1014.562045,0
"247",2018-08-05,25.8708333333333,27.78,21.1128,13.89,17.2236,14.4456,11.112,94,65.5,37,16.0934,8.0467,0,1018.96435,1016.085919,1013.207489,0
"248",2018-08-06,24.4925,28.8912,21.6684,14.4456,16.668,14.4456,8.8896,94,58.5,23,14.48406,7.24203,0,1018.96435,1016.085919,1013.207489,0
"249",2018-08-07,29.0720833333333,29.4468,21.6684,13.89,17.2236,14.4456,11.112,88,56,24,14.48406,7.24203,0,1018.96435,1016.424558,1013.884767,0
"250",2018-08-08,29.90625,28.8912,22.224,15.5568,25.002,16.668,14.4456,94,66.5,39,25.74944,12.87472,0,1019.980266,1017.271155,1014.562045,0
"251",2018-08-09,22.8266666666667,28.8912,23.3352,17.2236,18.3348,16.1124,13.89,88,64.5,41,20.92142,10.46071,0,1020.996183,1019.133669,1017.271155,0
"252",2018-08-10,18.97875,27.78,21.6684,15.5568,17.2236,14.4456,12.2232,88,63.5,39,20.92142,10.46071,0,1024.043933,1021.165502,1018.287072,0
"253",2018-08-11,15.2670833333333,27.78,21.1128,14.4456,15.5568,12.7788,10.0008,88,60,32,24.1401,12.07005,0,1024.043933,1019.980266,1015.9166,0
"254",2018-08-12,18.1225,27.78,20.0016,12.7788,15.5568,12.2232,11.112,88,59,30,14.48406,7.24203,0,1022.0121,1019.133669,1016.255239,0
"255",2018-08-13,25.685,28.8912,21.1128,12.7788,21.6684,13.3344,11.112,100,67.5,35,16.0934,8.0467,0,1018.96435,1015.408642,1011.852934,0
"256",2018-08-14,25.9816666666667,30.0024,22.224,14.4456,19.446,13.3344,10.5564,82,59.5,37,20.92142,10.46071,0,1017.271155,1014.223406,1011.175656,0
"257",2018-08-15,25.5379166666667,28.8912,22.224,15.5568,17.7792,13.89,12.2232,82,56,30,19.31208,9.65604,0,1016.255239,1013.376809,1010.498378,0
"258",2018-08-16,26.3416666666667,27.78,20.0016,12.7788,15.0012,13.3344,11.112,94,64,34,19.31208,9.65604,0,1017.271155,1014.054086,1010.837017,0
"259",2018-08-17,29.9825,28.8912,22.224,15.5568,16.1124,13.89,11.112,82,58.5,35,28.96812,14.48406,0,1017.271155,1014.731364,1012.191572,0
"260",2018-08-18,30.3820833333333,30.0024,21.6684,13.3344,16.1124,14.4456,12.7788,100,64,28,24.1401,12.07005,0,1051.135042,1032.171266,1013.207489,0
"261",2018-08-19,28.9116666666667,30.0024,22.224,14.4456,16.1124,13.89,8.8896,94,58,22,27.35878,13.67939,0,1019.980266,1017.101836,1014.223406,0.254
"262",2018-08-20,33.0545833333333,26.6688,20.0016,13.89,17.2236,14.4456,12.7788,94,67.5,41,27.35878,13.67939,0,1017.948433,1016.255239,1014.562045,0
"263",2018-08-21,32.2854166666667,28.8912,21.1128,12.7788,16.668,14.4456,12.2232,94,65.5,37,19.31208,9.65604,0,1018.96435,1016.085919,1013.207489,0
"264",2018-08-22,28.8945833333333,30.0024,21.1128,12.7788,16.1124,13.89,12.2232,94,64.5,35,19.31208,9.65604,0,1019.980266,1016.932517,1013.884767,0
"265",2018-08-23,23.5216666666667,28.8912,21.1128,13.89,18.3348,11.6676,7.7784,97,62,27,27.35878,13.67939,0,1019.980266,1016.424558,1012.86885,0
"266",2018-08-24,21.7620833333333,28.8912,22.224,16.1124,15.0012,13.3344,12.2232,77,55,33,24.1401,12.07005,0,1017.271155,1013.03817,1008.805184,0
"267",2018-08-25,28.4108333333333,28.8912,21.1128,13.89,16.1124,13.89,10.5564,82,59.5,37,20.92142,10.46071,0,1014.223406,1011.175656,1008.127906,0
"268",2018-08-26,29.2733333333333,28.3356,21.1128,13.89,17.2236,14.4456,12.2232,94,64.5,35,20.92142,10.46071,0,1012.191572,1009.313142,1006.434712,3.048
"269",2018-08-27,37.8666666666667,21.1128,18.3348,15.5568,17.7792,15.5568,13.89,94,78,62,27.35878,13.67939,0,1015.239322,1011.344975,1007.450628,0
"270",2018-08-28,16.0586956521739,25.5576,20.0016,13.89,16.1124,13.89,12.7788,88,63.5,39,22.53076,14.48406,6.43736,1017.948433,1015.408642,1012.86885,0
"271",2018-08-29,24.7366666666667,28.8912,21.1128,13.89,16.1124,15.0012,12.7788,100,67,34,12.87472,6.43736,0,1018.96435,1015.747281,1012.530211,0
"272",2018-08-30,28.0104166666667,30.0024,22.224,13.89,18.3348,14.4456,8.8896,100,63.5,27,14.48406,7.24203,0,1018.96435,1015.747281,1012.530211,0
"273",2018-08-31,30.39,30.0024,22.224,15.0012,21.6684,13.89,11.112,94,59,24,19.31208,9.65604,0,1018.96435,1016.255239,1013.546128,0
"274",2018-09-01,30.3793333333333,29.4468,21.6684,13.89,15.0012,12.7788,8.334,88,52.5,17,16.0934,8.0467,0,1019.980266,1017.271155,1014.562045,0
"275",2018-09-02,30.025,30.558,21.6684,12.7788,13.89,11.112,7.2228,88,52,16,25.74944,12.87472,0,1020.996183,1018.287072,1015.577961,0
"276",2018-09-03,35.1983333333333,28.3356,22.224,15.5568,17.7792,13.3344,9.4452,88,59.5,31,28.96812,14.48406,0,1017.948433,1013.884767,1009.8211,3.048
"277",2018-09-04,26.6391666666667,26.6688,21.1128,15.5568,17.2236,15.5568,11.112,100,67,34,24.1401,12.07005,0,1014.223406,1010.837017,1007.450628,0
"278",2018-09-05,12.34125,23.8908,20.0016,15.5568,15.0012,12.7788,11.112,88,64,40,25.74944,12.87472,0,1013.207489,1011.344975,1009.482462,0
"279",2018-09-06,19.915,23.8908,18.3348,12.7788,13.89,12.7788,11.112,94,66,38,19.31208,11.26538,3.21868,1013.207489,1011.514295,1009.8211,0.254
"280",2018-09-07,25.9579166666667,26.6688,18.8904,10.5564,13.89,11.112,7.7784,100,62.5,25,25.74944,12.87472,0,1015.239322,1012.360892,1009.482462,0
"281",2018-09-08,26.5279166666667,23.8908,17.2236,10.5564,15.0012,11.6676,10.0008,94,65.5,37,24.1401,12.07005,0,1018.96435,1016.424558,1013.884767,0
"282",2018-09-09,22.3120833333333,24.4464,18.8904,12.7788,16.1124,12.7788,10.0008,94,65,36,20.92142,10.46071,0,1020.996183,1018.79503,1016.593878,3.048
"283",2018-09-10,22.8583333333333,25.002,17.7792,10.5564,12.2232,10.0008,8.8896,88,57.5,27,25.74944,12.87472,0,1022.0121,1019.980266,1017.948433,0
"284",2018-09-11,20.3833333333333,25.002,17.7792,10.0008,10.5564,8.8896,6.1116,94,60,26,20.92142,10.46071,0,1023.028016,1021.165502,1019.302989,0
"285",2018-09-12,22.35125,25.002,16.668,7.7784,10.0008,8.8896,7.2228,94,60,26,20.92142,10.46071,0,1025.059849,1022.350738,1019.641628,0
"286",2018-09-13,27.0395833333333,23.8908,16.668,10.0008,12.2232,11.112,7.7784,91,65.5,40,20.92142,10.46071,0,1022.0121,1018.287072,1014.562045,0
"287",2018-09-14,28.6204166666667,25.5576,17.2236,8.8896,12.2232,10.5564,8.334,100,62.5,25,9.65604,4.82802,0,1017.948433,1015.9166,1013.884767,0
"288",2018-09-15,29.41,27.2244,18.3348,9.4452,12.7788,10.5564,7.7784,94,60,26,20.92142,10.46071,0,1022.0121,1018.79503,1015.577961,0
